,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross
12774,tt2279339,Love the Coopers,2015,107.0,"Comedy,Fantasy,Romance","{'amount': 17000000, 'currency': 'USD'}",42426912.0
12777,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"Adventure,Animation,Comedy","{'amount': 74000000, 'currency': 'USD'}",325186032.0
12781,tt2279922,Return to Nuke 'Em High Volume 1,2013,85.0,"Comedy,Horror,Sci-Fi",,5122.0
12790,tt2280836,Sweet Dreams,2012,89.0,"Documentary,Drama,History",,59403.0
12795,tt2281159,Contracted,2013,84.0,"Drama,Horror,Thriller",,58221.0
12805,tt2281267,Gregory Crewdson: Brief Encounters,2012,78.0,"Biography,Documentary,Drama",,60064.0
12824,tt2281587,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime","{'amount': 50000000, 'currency': 'USD'}",80383113.0
12829,tt2282016,The Possession of Michael King,2014,83.0,Horror,,2405143.0
12834,tt2282662,Our Nixon,2013,84.0,"Biography,Crime,Documentary",,20584.0
12843,tt2283362,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy","{'amount': 90000000, 'currency': 'USD'}",962542945.0
12876,tt2287170,Man from Reno,2014,111.0,"Crime,Drama,Mystery",,101438.0
12880,tt2287621,A Zombie Invasion,2012,94.0,Horror,,1170.0
12904,tt2289920,Justice Is Mind,2013,153.0,"Crime,Drama,Mystery","{'amount': 25000.0, 'currency': 'USD'}",14360.0
12907,tt2290113,Along the Roadside,2013,108.0,"Comedy,Music,Romance","{'amount': 250000.0, 'currency': 'USD'}",4586.0
12910,tt2290151,Big Star: Nothing Can Hurt Me,2012,113.0,"Documentary,Music",,105998.0
12931,tt2290739,Where the Devil Hides,2014,86.0,"Horror,Thriller","{'amount': 7000000.0, 'currency': 'USD'}",1428494.0
12946,tt2291540,My Friend Dahmer,2017,107.0,"Biography,Drama,Horror",,1436751.0
12966,tt2292903,Rubberneck,2012,83.0,"Drama,Thriller",,2075.0
12968,tt2292959,The Canyons,2013,99.0,"Drama,Thriller","{'amount': 250000.0, 'currency': 'USD'}",270185.0
12972,tt2293060,Americons,2017,89.0,"Action,Biography,Crime","{'amount': 1250000.0, 'currency': 'USD'}",28782.0
12977,tt2293640,Minions,2015,91.0,"Adventure,Animation,Comedy","{'amount': 74000000, 'currency': 'USD'}",1159444662.0
12983,tt2294449,22 Jump Street,2014,112.0,"Action,Comedy,Crime","{'amount': 50000000, 'currency': 'USD'}",331333876.0
12988,tt2294629,Frozen,2013,102.0,"Adventure,Animation,Comedy","{'amount': 150000000, 'currency': 'USD'}",1281508100.0
12992,tt2294677,In a World...,2013,93.0,Comedy,,3114953.0
12993,tt2294679,Informant,2012,81.0,Documentary,,10068.0
12995,tt2294729,Mansome,2012,82.0,Documentary,,36280.0
13006,tt2294965,Zero Charisma,2013,86.0,"Comedy,Drama",,9417.0
13011,tt2295564,McCanick,2013,96.0,"Crime,Drama,Mystery",,2572.0
13016,tt2295722,Falcon Rising,2014,103.0,"Action,Adventure","{'amount': 4500000.0, 'currency': 'USD'}",267476.0
13019,tt2296697,Concussion,2013,96.0,Drama,,78957.0
13043,tt2298394,Free the Nipple,2014,78.0,"Comedy,Drama","{'amount': 937000.0, 'currency': 'USD'}",4198.0
13062,tt2300975,Jessabelle,2014,90.0,"Horror,Thriller",,6998359.0
13094,tt2302755,Olympus Has Fallen,2013,119.0,"Action,Thriller","{'amount': 70000000, 'currency': 'USD'}",170270201.0
13111,tt2304459,23 Blast,2014,98.0,"Drama,Family,Sport","{'amount': 1000000.0, 'currency': 'USD'}",549185.0
13113,tt2304485,Art Is... The Permanent Revolution,2012,82.0,Documentary,,4291.0
13118,tt2304583,Death by China,2012,78.0,"Documentary,Drama,History",,38492.0
13133,tt2304933,The 5th Wave,2016,112.0,"Action,Adventure,Drama","{'amount': 38000000, 'currency': 'USD'}",109906372.0
13134,tt2304997,They Come to America,2012,99.0,Documentary,,3775.0
13137,tt2305051,Wild,2014,115.0,"Adventure,Biography,Drama","{'amount': 15000000.0, 'currency': 'USD'}",52501541.0
13156,tt2306745,Sound City,2013,107.0,"Documentary,Music",,521181.0
13167,tt2308260,A Night in Old Mexico,2013,103.0,"Adventure,Drama","{'amount': 2000000.0, 'currency': 'USD'}",225222.0
13181,tt2309021,We Are What We Are,2013,105.0,"Drama,Horror,Thriller",,159047.0
13187,tt2309260,The Gallows,2015,81.0,"Horror,Mystery,Thriller","{'amount': 100000, 'currency': 'USD'}",42964410.0
13189,tt2309762,Eternity: The Movie,2014,88.0,"Comedy,Music,Musical","{'amount': 220000.0, 'currency': 'USD'}",8350.0
13207,tt2311428,Windsor Drive,2015,90.0,"Mystery,Thriller","{'amount': 100000.0, 'currency': 'USD'}",3256.0
13220,tt2312616,The Pleasures of Being Out of Step,2013,87.0,"Biography,Documentary,History",,13137.0
13222,tt2312718,Homefront,2013,100.0,"Action,Thriller","{'amount': 22000000, 'currency': 'USD'}",48449416.0
13223,tt2312890,Afternoon Delight,2013,98.0,"Comedy,Drama",,175755.0
13237,tt2313896,Beneath the Harvest Sky,2013,116.0,"Crime,Drama,Romance",,34768.0
13239,tt2314374,Jake Squared,2013,100.0,"Comedy,Drama",,2592.0
13241,tt2314824,Behaving Badly,2014,97.0,Comedy,"{'amount': 3000000.0, 'currency': 'USD'}",422697.0
13245,tt2315596,Galveston,2018,91.0,"Action,Crime,Drama",,225795.0
13251,tt2316204,Alien: Covenant,2017,122.0,"Horror,Sci-Fi,Thriller","{'amount': 97000000, 'currency': 'USD'}",240891763.0
13271,tt2316868,The Better Angels,2014,95.0,"Biography,Drama,History",,70918.0
13301,tt2318092,Endless Love,2014,104.0,"Drama,Romance","{'amount': 20000000, 'currency': 'USD'}",34718173.0
13308,tt2318527,Hell Baby,2013,98.0,"Comedy,Horror","{'amount': 2500000.0, 'currency': 'USD'}",8785.0
13352,tt2321249,Decoding Deepak,2012,83.0,Documentary,,9100.0
13378,tt2322441,Fifty Shades of Grey,2015,125.0,"Drama,Romance,Thriller","{'amount': 40000000, 'currency': 'USD'}",569651467.0
13380,tt2322482,If You Build It,2013,85.0,Documentary,,43393.0
13385,tt2322517,Mojave,2015,93.0,"Drama,Thriller",,8602.0
13415,tt2325517,Almost Human,2013,80.0,"Horror,Sci-Fi,Thriller","{'amount': 50000.0, 'currency': 'USD'}",8608.0
13434,tt2326554,A Girl Walks Home Alone at Night,2014,101.0,"Drama,Horror",,589307.0
13435,tt2326574,The Identical,2014,107.0,"Drama,Music","{'amount': 16000000.0, 'currency': 'USD'}",2840991.0
13500,tt2328922,It Felt Like Love,2013,82.0,Drama,,33817.0
13508,tt2330270,Hank and Asha,2013,73.0,"Comedy,Romance",,16878.0
13545,tt2331880,The Fitzgerald Family Christmas,2012,99.0,Drama,,50292.0
13557,tt2332883,Deepsea Challenge 3D,2014,91.0,Documentary,,468070.0
13582,tt2334649,Fruitvale Station,2013,85.0,"Biography,Drama,Romance","{'amount': 900000.0, 'currency': 'USD'}",17385830.0
13588,tt2334871,Snatched,2017,90.0,"Action,Adventure,Comedy","{'amount': 42000000, 'currency': 'USD'}",60845711.0
13589,tt2334873,Blue Jasmine,2013,98.0,Drama,"{'amount': 18000000.0, 'currency': 'USD'}",99104804.0
13591,tt2334879,White House Down,2013,131.0,"Action,Drama,Thriller","{'amount': 150000000, 'currency': 'USD'}",205366737.0
13633,tt2338341,The Word,2013,104.0,Drama,"{'amount': 200000.0, 'currency': 'USD'}",3648.0
13639,tt2338424,Tumbledown,2015,105.0,"Comedy,Music,Romance",,282083.0
13650,tt2339379,Big Words,2013,93.0,"Comedy,Drama",,8965.0
13666,tt2340650,East Side Sushi,2014,106.0,Drama,,50869.0
13683,tt2342231,Never,2014,80.0,Drama,,20431.0
13717,tt2345112,Parkland,2013,93.0,"Drama,History,Mystery","{'amount': 10000000.0, 'currency': 'USD'}",1412181.0
13726,tt2345759,The Mummy,2017,110.0,"Action,Adventure,Fantasy","{'amount': 125000000, 'currency': 'USD'}",409231607.0
13744,tt2347569,Frances Ha,2012,86.0,"Comedy,Drama,Romance",,9058065.0
13756,tt2349144,Mississippi Grind,2015,108.0,"Comedy,Drama","{'amount': 6000000.0, 'currency': 'USD'}",422746.0
13763,tt2349460,Grace Unplugged,2013,102.0,"Drama,Music",,2507201.0
13772,tt2350432,Free Angela and All Political Prisoners,2012,102.0,Documentary,,195005.0
13782,tt2351098,A Picture of You,2013,83.0,Drama,,19480.0
13790,tt2352196,Thank You for Your Service,2015,88.0,"Documentary,Drama",,21497.0
13793,tt2352488,Interior. Leather Bar.,2013,60.0,Drama,,42534.0
13830,tt2355495,Barefoot,2014,90.0,"Comedy,Drama,Romance","{'amount': 6000000.0, 'currency': 'USD'}",15071.0
13831,tt2355540,Cutie and the Boxer,2013,82.0,"Biography,Documentary",,200036.0
13840,tt2355880,Mr. Soul!,2018,90.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",2574.0
13843,tt2355884,Stone,2012,114.0,"Action,Sci-Fi",,9500000.0
13860,tt2357129,Jobs,2013,128.0,"Biography,Drama","{'amount': 12000000, 'currency': 'USD'}",42128352.0
13864,tt2357291,Rio 2,2014,101.0,"Adventure,Animation,Comedy","{'amount': 103000000, 'currency': 'USD'}",498781117.0
13886,tt2358456,I Am Big Bird: The Caroll Spinney Story,2014,86.0,"Biography,Documentary,Drama","{'amount': 100000.0, 'currency': 'USD'}",67845.0
13890,tt2358925,Unfinished Business,2015,91.0,"Comedy,Drama","{'amount': 35000000, 'currency': 'USD'}",14431253.0
13893,tt2359024,Blue Ruin,2013,90.0,"Crime,Drama,Thriller","{'amount': 420000.0, 'currency': 'USD'}",993313.0
13895,tt2359137,Last Ounce of Courage,2012,101.0,"Drama,War","{'amount': 1200000.0, 'currency': 'USD'}",3329674.0
13904,tt2359381,Days and Nights,2014,92.0,"Comedy,Drama",,13243.0
13907,tt2359427,Linsanity,2013,89.0,"Biography,Documentary,Sport",,332990.0
13933,tt2361317,Live by Night,2016,129.0,"Action,Crime,Drama","{'amount': 108000000.0, 'currency': 'USD'}",22678555.0
13935,tt2361509,The Intern,2015,121.0,"Comedy,Drama","{'amount': 35000000, 'currency': 'USD'}",194564672.0
13946,tt2361846,Cheatin',2013,76.0,"Animation,Comedy,Drama",,15077.0
13996,tt2364841,Runner Runner,2013,88.0,"Crime,Thriller","{'amount': 30000000, 'currency': 'USD'}",62675095.0
14000,tt2364897,The Disappointments Room,2016,85.0,"Drama,Horror,Thriller","{'amount': 15000000, 'currency': 'USD'}",5745040.0
14002,tt2364949,Touchy Feely,2013,88.0,Drama,,36128.0
14030,tt2366608,Lost River,2014,95.0,"Drama,Fantasy,Mystery","{'amount': 2000000.0, 'currency': 'USD'}",615500.0
14055,tt2368699,Clarence,2015,76.0,Documentary,,10495.0
14067,tt2369135,Need for Speed,2014,132.0,"Action,Crime,Thriller","{'amount': 66000000, 'currency': 'USD'}",203277636.0
14106,tt2370248,Short Term 12,2013,96.0,Drama,,1645164.0
14119,tt2371287,Camp,2013,109.0,Drama,"{'amount': 200000.0, 'currency': 'USD'}",324977.0
14135,tt2372251,Down a Dark Hall,2018,96.0,"Drama,Fantasy,Horror",,2707199.0
14139,tt2372776,Harry Dean Stanton: Partly Fiction,2012,77.0,"Biography,Documentary","{'amount': 600000.0, 'currency': 'USD'}",23959.0
14195,tt2376024,Venus and Serena,2012,99.0,"Documentary,Sport",,51271.0
14196,tt2376218,The Forger,2014,92.0,"Crime,Drama,Thriller","{'amount': 15000000.0, 'currency': 'USD'}",500304.0
14208,tt2377194,The Quitter,2014,85.0,"Comedy,Drama",,8512.0
14211,tt2377322,Deliver Us from Evil,2014,118.0,"Horror,Mystery,Thriller","{'amount': 30000000, 'currency': 'USD'}",87937815.0
14230,tt2378401,Meet the Patels,2014,88.0,"Comedy,Documentary,Romance",,1700681.0
14237,tt2378507,The Glass Castle,2017,127.0,"Biography,Drama","{'amount': 9000000.0, 'currency': 'USD'}",22088533.0
14246,tt2378884,Cavemen,2013,88.0,Comedy,"{'amount': 1200000.0, 'currency': 'USD'}",5948.0
14275,tt2380247,The Central Park Five,2012,119.0,"Crime,Documentary,History",,325653.0
14281,tt2380307,Coco,2017,105.0,"Adventure,Animation,Comedy","{'amount': 175000000.0, 'currency': 'USD'}",807817888.0
14285,tt2380331,Words and Pictures,2013,111.0,"Comedy,Drama,Romance",,3449811.0
14302,tt2381249,Mission: Impossible - Rogue Nation,2015,131.0,"Action,Adventure,Thriller","{'amount': 150000000, 'currency': 'USD'}",682716636.0
14304,tt2381319,Afternoon of a Faun: Tanaquil Le Clercq,2013,91.0,"Biography,Documentary,Drama",,172450.0
14306,tt2381335,Fed Up,2014,92.0,Documentary,,1546229.0
14313,tt2381941,Focus,2015,105.0,"Comedy,Crime,Drama","{'amount': 50100000, 'currency': 'USD'}",158762963.0
14319,tt2381991,The Huntsman: Winter's War,2016,114.0,"Action,Adventure,Drama","{'amount': 115000000, 'currency': 'USD'}",164989338.0
14329,tt2382298,Life Itself,2014,121.0,"Biography,Documentary","{'amount': 153875.0, 'currency': 'USD'}",815645.0
14330,tt2382396,Joe,2013,117.0,"Crime,Drama","{'amount': 4000000.0, 'currency': 'USD'}",2431443.0
14331,tt2382420,Split: A Deeper Divide,2012,72.0,Documentary,"{'amount': 150000, 'currency': 'USD'}",2000.0
14335,tt2383068,The Sacrament,2013,99.0,"Horror,Thriller","{'amount': 4000000.0, 'currency': 'USD'}",9221.0
14373,tt2385952,Mahogany Sunrise,2014,100.0,"Crime,Drama,Romance","{'amount': 150000.0, 'currency': 'USD'}",3432.0
14381,tt2386278,Haunt,2014,86.0,"Horror,Mystery,Romance",,2408629.0
14383,tt2386285,Road to Paloma,2014,91.0,"Drama,Thriller",,2191.0
14386,tt2386327,The Institute,2013,92.0,"Crime,Documentary,Mystery",,8445.0
14387,tt2386490,How to Train Your Dragon: The Hidden World,2019,104.0,"Action,Adventure,Animation","{'amount': 129000000, 'currency': 'USD'}",525687703.0
14388,tt2386502,A Long Way Off,2014,105.0,"Drama,Family,Romance","{'amount': 500000, 'currency': 'USD'}",30104.0
14392,tt2386668,High on the Hog,2019,85.0,"Action,Crime,Drama","{'amount': 1200000.0, 'currency': 'USD'}",45696.0
14406,tt2387408,Gallows Hill,2013,87.0,"Horror,Mystery,Thriller","{'amount': 2500000.0, 'currency': 'USD'}",1498262.0
14410,tt2387433,Dark Skies,2013,97.0,"Horror,Sci-Fi,Thriller","{'amount': 3500000, 'currency': 'USD'}",27858103.0
14416,tt2387499,Keeping Up with the Joneses,2016,105.0,"Action,Comedy","{'amount': 40000000, 'currency': 'USD'}",29918745.0
14422,tt2387559,Delivery Man,2013,105.0,"Comedy,Drama","{'amount': 26000000, 'currency': 'USD'}",53120346.0
14425,tt2387589,The Girl on the Train,2013,80.0,Thriller,,3124.0
14430,tt2387710,Journey to the Forbidden Valley,2017,96.0,"Action,Adventure,Family",,54176.0
14438,tt2388637,Ain't Them Bodies Saints,2013,96.0,"Crime,Drama,Romance",,1031243.0
14443,tt2388715,Oculus,2013,104.0,"Horror,Mystery","{'amount': 5000000, 'currency': 'USD'}",44459951.0
14445,tt2388759,The Bounceback,2013,91.0,"Comedy,Romance",,6047.0
14457,tt2389182,Cheap Thrills,2013,88.0,"Comedy,Crime,Drama","{'amount': 200000.0, 'currency': 'USD'}",59424.0
14470,tt2390361,Enough Said,2013,93.0,"Comedy,Drama,Romance","{'amount': 8000000.0, 'currency': 'USD'}",25288872.0
14480,tt2390630,Medeas,2013,97.0,Drama,,5895.0
14487,tt2390962,The Unknown Known,2013,103.0,"Biography,Documentary,History",,301604.0
14527,tt2393799,Flex Is Kings,2013,80.0,Documentary,"{'amount': 100000.0, 'currency': 'USD'}",5418.0
14529,tt2393805,Gabriel,2014,85.0,"Drama,Family,Thriller",,6959.0
14532,tt2393845,Kill Me Three Times,2014,90.0,"Action,Comedy,Crime",,101807.0
14534,tt2393935,Recovery,2012,93.0,Drama,,985197.0
14541,tt2394063,Too Late,2015,107.0,"Drama,Mystery,Thriller",,60438.0
14561,tt2395427,Avengers: Age of Ultron,2015,141.0,"Action,Adventure,Sci-Fi","{'amount': 250000000, 'currency': 'USD'}",1402809540.0
14576,tt2396566,Twenty Feet from Stardom,2013,91.0,"Documentary,Music","{'amount': 1000000.0, 'currency': 'USD'}",5839368.0
14577,tt2396589,Mudbound,2017,134.0,"Drama,War",,85955.0
14606,tt2398241,Smurfs: The Lost Village,2017,90.0,"Adventure,Animation,Comedy","{'amount': 60000000, 'currency': 'USD'}",197183546.0
14638,tt2400336,Hating Breitbart,2012,85.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",81432.0
14644,tt2400463,The Invitation,2015,100.0,"Drama,Horror,Mystery",,354835.0
14652,tt2401007,Desperate Acts of Magic,2013,86.0,Comedy,,7373.0
14656,tt2401097,Tracers,2015,94.0,"Action,Crime,Drama","{'amount': 11000000.0, 'currency': 'USD'}",3340503.0
14678,tt2401807,Tokarev,2014,98.0,"Action,Crime,Thriller","{'amount': 15000000.0, 'currency': 'USD'}",2424381.0
14684,tt2402101,Dark Places,2015,113.0,"Action,Drama,Mystery","{'amount': 20000000.0, 'currency': 'USD'}",5090852.0
14685,tt2402114,Forgive - Don't Forget,2018,69.0,"Documentary,History,War",,128000.0
14689,tt2402157,The November Man,2014,108.0,"Action,Crime,Thriller","{'amount': 15000000.0, 'currency': 'USD'}",39661919.0
14709,tt2402731,Unknown,2012,96.0,Drama,,130799999.0
14715,tt2402985,Ping Pong Summer,2014,92.0,"Comedy,Drama,Sport",,52909.0
14716,tt2403021,The Green Inferno,2013,100.0,"Adventure,Horror","{'amount': 5000000, 'currency': 'USD'}",12666449.0
14717,tt2403029,The Starving Games,2013,83.0,"Comedy,Sci-Fi","{'amount': 4500000.0, 'currency': 'USD'}",3906308.0
14720,tt2403558,Catch Hell,2014,98.0,"Crime,Drama,Thriller","{'amount': 2500000.0, 'currency': 'USD'}",37166.0
14743,tt2404233,Gods of Egypt,2016,127.0,"Action,Adventure,Fantasy","{'amount': 140000000, 'currency': 'USD'}",150680864.0
14754,tt2404435,The Magnificent Seven,2016,132.0,"Action,Adventure,Western","{'amount': 90000000, 'currency': 'USD'}",162360636.0
14756,tt2404463,The Heat,2013,117.0,"Action,Comedy,Crime","{'amount': 43000000, 'currency': 'USD'}",229930771.0
14761,tt2404555,Copperhead,2013,120.0,Drama,"{'amount': 12000000.0, 'currency': 'USD'}",171740.0
14766,tt2404645,The Men Next Door,2012,84.0,"Comedy,Drama,Romance",,3699.0
14771,tt2405372,Stand Clear of the Closing Doors,2013,102.0,Drama,,17282.0
14777,tt2405792,Elaine Stritch: Shoot Me,2013,81.0,Documentary,,327452.0
14782,tt2406306,A Bit of Bad Luck,2014,86.0,"Comedy,Drama,Thriller","{'amount': 1000000.0, 'currency': 'USD'}",18089.0
14783,tt2406422,Walking the Camino: Six Ways to Santiago,2013,84.0,"Adventure,Documentary","{'amount': 375000.0, 'currency': 'USD'}",1128878.0
14787,tt2406566,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller","{'amount': 30000000, 'currency': 'USD'}",100014025.0
14788,tt2406572,Anita Ho,2012,84.0,"Comedy,Family,Romance",,2250.0
14793,tt2407380,Test,2013,89.0,Drama,"{'amount': 250000.0, 'currency': 'USD'}",18823.0
14829,tt2411684,The Campaign,2013,60.0,Documentary,,104900000.0
14850,tt2413338,Abducted,2013,96.0,"Horror,Sci-Fi,Thriller",,209271.0
14876,tt2415458,The Wolfpack,2015,90.0,"Biography,Documentary",,1414140.0
14881,tt2415728,Paul Taylor Creative Domain,2014,86.0,"Biography,Documentary",,30168.0
14891,tt2416376,Swim Little Fish Swim,2013,95.0,"Comedy,Drama,Music","{'amount': 70000.0, 'currency': 'USD'}",75504.0
14931,tt2420006,12 O'Clock Boys,2013,76.0,"Biography,Crime,Documentary",,82614.0
14943,tt2421328,A Reason,2014,112.0,Drama,,15792.0
14953,tt2421956,Butterfly Girl,2014,78.0,Documentary,"{'amount': 180000.0, 'currency': 'USD'}",17503.0
14956,tt2422276,This Last Lonely Place,2014,85.0,"Crime,Drama,Thriller",,20507.0
15034,tt2430104,After Tiller,2013,85.0,"Biography,Documentary,Drama",,72125.0
15069,tt2433040,Beyond the Mask,2015,103.0,"Action,Adventure,Drama",,1236094.0
15088,tt2435458,Last Weekend,2014,94.0,"Comedy,Drama",,27053.0
15100,tt2436386,Project Almanac,2015,106.0,"Drama,Mystery,Sci-Fi","{'amount': 12000000, 'currency': 'USD'}",33213241.0
15104,tt2436682,The Duel,2016,110.0,"Drama,Western","{'amount': 10000000.0, 'currency': 'USD'}",20672.0
15111,tt2437548,Goodbye to All That,2014,87.0,"Comedy,Drama,Romance",,16986.0
15149,tt2444946,Girl Rising,2013,101.0,"Documentary,Drama",,1727259.0
15167,tt2446980,Joy,2015,124.0,Drama,"{'amount': 60000000, 'currency': 'USD'}",101134059.0
15191,tt2447982,Abduction,2011,84.0,"Horror,Thriller",,82100000.0
15209,tt2450186,V/H/S/2,2013,96.0,"Horror,Thriller",,805574.0
15214,tt2450440,The Last of Robin Hood,2013,94.0,"Biography,Drama,Romance",,288545.0
15221,tt2451742,Running from Crazy,2013,100.0,"Biography,Documentary,Drama",,33300.0
15228,tt2452042,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy","{'amount': 99000000, 'currency': 'USD'}",246233113.0
15232,tt2452244,Isn't It Romantic,2019,89.0,"Comedy,Fantasy,Romance","{'amount': 31000000, 'currency': 'USD'}",48791187.0
15268,tt2458776,Bears,2014,78.0,Documentary,"{'amount': 5000000.0, 'currency': 'USD'}",21316745.0
15274,tt2458876,The Principle,2014,90.0,"Documentary,News,Thriller",,89543.0
15277,tt2458912,Gringo Trails,2013,79.0,"Adventure,Documentary,Drama",,8349.0
15295,tt2460506,Mi America,2015,90.0,"Crime,Drama","{'amount': 2100000.0, 'currency': 'USD'}",3330.0
15307,tt2461034,GMO OMG,2013,90.0,Documentary,,47558.0
15311,tt2461150,Masterminds,2016,95.0,"Action,Biography,Comedy","{'amount': 25000000.0, 'currency': 'USD'}",29674699.0
15317,tt2461226,Going Attractions: The Definitive Story of the American Drive-in Movie,2013,85.0,"Documentary,Family,History",,52458.0
15326,tt2461520,Man Down,2015,90.0,"Drama,Thriller",,167085.0
15345,tt2463154,Posthumous,2014,94.0,"Comedy,Drama,Romance",,18091.0
15346,tt2463288,Walk of Shame,2014,95.0,Comedy,,8122990.0
15349,tt2463512,Hateship Loveship,2013,104.0,"Drama,Romance","{'amount': 5000000.0, 'currency': 'USD'}",83008.0
15369,tt2465140,The Single Moms Club,2014,111.0,"Comedy,Drama","{'amount': 8000000.0, 'currency': 'USD'}",16365451.0
